Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Sex,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Recidivism Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Sort Number,Initial Supervision Status,Recidivism Supervision Status
2011,2014,Black - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,662,Aggravated Misdemeanor,Property,Theft,No,,,
2011,2014,Black - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole,5JD,Yes,Parole,663,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,,,
2011,2014,Black - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,664,Aggravated Misdemeanor,Violent,Assault,No,,,
2011,2014,Black - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,664,Felony - Enhancement to Original Penalty,Public Order,OWI,No,,,
2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,668,Felony - Enhancement to Original Penalty,Property,Theft,No,,,
2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,668,D Felony,Property,Theft,No,,,
2011,2014,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole,8JD,Yes,Parole,669,,,,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,670,Aggravated Misdemeanor,Violent,Assault,No,,,
2011,2014,White - Non-Hispanic,,55 and Older,C Felony,Property,Theft,Parole,5JD,Yes,Parole,672,Aggravated Misdemeanor,Public Order,Weapons,Yes,,,
2011,2014,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Drug,Drug Possession,Parole,5JD,Yes,Parole,673,D Felony,Drug,Drug Possession,Yes,,,
2011,2014,White - Hispanic,,Under 25,D Felony,Other,Other Criminal,Parole,5JD,Yes,Parole,673,,,,Yes,,,
2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole,5JD,Yes,Parole,674,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,,,
2011,2014,Black - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,674,D Felony,Property,Forgery/Fraud,Yes,,,
2011,2014,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Parole,675,C Felony,Property,Burglary,Yes,,,
2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,676,Aggravated Misdemeanor,Public Order,OWI,No,,,
2011,2014,White - Non-Hispanic,,35-44,C Felony,Property,Burglary,Parole,7JD,Yes,Parole,676,C Felony,Drug,Trafficking,Yes,,,
2011,2014,White - Non-Hispanic,,35-44,C Felony,Property,Theft,Parole,Interstate Compact,Yes,Parole,678,,,,No,,,
2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,1JD,Yes,Parole,678,D Felony,Violent,Assault,Yes,,,
2011,2014,White - Non-Hispanic,,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,679,D Felony,Public Order,OWI,No,,,
2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,680,Aggravated Misdemeanor,Public Order,Other Public Order,No,,,
2011,2014,Black - Non-Hispanic,,Under 25,D Felony,Property,Theft,Parole,5JD,Yes,Parole,680,C Felony,Drug,Trafficking,Yes,,,
2011,2014,White - Non-Hispanic,,35-44,D Felony,Drug,Drug Possession,Parole,5JD,Yes,Parole,680,C Felony,Drug,Trafficking,Yes,,,
2011,2014,White - Non-Hispanic,,35-44,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,682,D Felony,Public Order,OWI,No,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Parole,5JD,Yes,Parole,685,C Felony,Property,Theft,No,,,
2011,2014,Black - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole,3JD,Yes,Parole,685,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,,,
2011,2014,White - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole,8JD,Yes,Parole,685,,,,Yes,,,
2011,2014,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Violent,Other Violent,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,689,,,,No,,,
2011,2014,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole,,Yes,Parole,693,D Felony,Property,Theft,No,,,
2011,2014,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,693,D Felony,Property,Forgery/Fraud,No,,,
2011,2014,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,694,Aggravated Misdemeanor,Violent,Assault,No,,,
2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,696,D Felony,Property,Forgery/Fraud,No,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,698,D Felony,Public Order,Other Public Order,No,,,
2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,699,D Felony,Property,Theft,No,,,
2011,2014,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,699,Aggravated Misdemeanor,Violent,Assault,No,,,
2011,2014,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole,5JD,Yes,Parole,699,D Felony,Property,Theft,Yes,,,
2011,2014,White - Hispanic,,25-34,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,699,D Felony,Public Order,OWI,No,,,
2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,701,C Felony,Property,Burglary,No,,,
2011,2014,Black - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole,2JD,Yes,Parole,702,D Felony,Public Order,OWI,Yes,,,
2011,2014,White - Hispanic,,25-34,C Felony,Violent,Sex,Special Sentence,8JD,Yes,Special Sentence,702,,,,Yes,,,
2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,702,,,,No,,,
2011,2014,American Indian or Alaska Native - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,703,C Felony,Property,Burglary,No,,,
2011,2014,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,703,Aggravated Misdemeanor,Violent,Assault,No,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Parole,5JD,Yes,Parole,704,D Felony,Public Order,OWI,Yes,,,
2011,2014,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,Parole,706,,,,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,706,C Felony,Drug,Trafficking,No,,,
2011,2014,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole,2JD,Yes,Parole,707,Aggravated Misdemeanor,Drug,Drug Possession,Yes,,,
2011,2014,Black - Non-Hispanic,,45-54,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,711,D Felony,Property,Burglary,No,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole,5JD,Yes,Parole,711,D Felony,Public Order,Other Public Order,Yes,,,
2011,2014,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,Parole,711,Aggravated Misdemeanor,Violent,Other Violent,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,712,D Felony,Violent,Other Violent,No,,,
2011,2014,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,712,Aggravated Misdemeanor,Public Order,Alcohol,No,,,
2011,2014,White - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,Yes,Parole,713,Aggravated Misdemeanor,Property,Theft,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,718,D Felony,Public Order,Traffic,No,,,
2011,2014,Black - Non-Hispanic,,45-54,B Felony,Drug,Trafficking,Parole,1JD,Yes,Parole,718,Aggravated Misdemeanor,Public Order,Traffic,Yes,,,
2011,2014,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,Parole,719,D Felony,Drug,Trafficking,Yes,,,
2011,2014,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,719,Aggravated Misdemeanor,Public Order,Alcohol,No,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Public Order,Weapons,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,720,D Felony,Property,Theft,No,,,
2011,2014,Black - Non-Hispanic,,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,7JD,Yes,Parole,720,Felony - Enhancement to Original Penalty,Property,Forgery/Fraud,Yes,,,
2011,2014,Black - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,Yes,Parole,721,,,,Yes,,,
2011,2014,Black - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole,8JD,Yes,Parole,721,D Felony,Drug,Drug Possession,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole,5JD,Yes,Parole,722,,,,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Violent,Other Violent,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,722,Aggravated Misdemeanor,Property,Theft,No,,,
2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,725,C Felony,Drug,Trafficking,No,,,
2011,2014,White - Non-Hispanic,,Under 25,C Felony,Property,Theft,Parole,5JD,Yes,Parole,726,,,,Yes,,,
2011,2014,White - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole,8JD,Yes,Parole,726,,,,Yes,,,
2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole,,Yes,Parole,726,D Felony,Drug,Trafficking,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,Yes,Parole,727,D Felony,Property,Theft,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Theft,Parole,2JD,Yes,Parole,728,D Felony,Property,Theft,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,728,D Felony,Drug,Drug Possession,No,,,
2011,2014,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,728,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,,
2011,2014,White - Non-Hispanic,,35-44,B Felony,Violent,Murder/Manslaughter,Parole,5JD,Yes,Parole,728,,,,Yes,,,
2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,731,D Felony,Violent,Assault,No,,,
2011,2014,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole,2JD,Yes,Parole,733,Aggravated Misdemeanor,Violent,Assault,Yes,,,
2011,2014,Black - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole,3JD,Yes,Parole,733,Aggravated Misdemeanor,Public Order,Traffic,Yes,,,
2011,2014,Asian or Pacific Islander - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,735,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,,
2011,2014,Black - Non-Hispanic,,Under 25,D Felony,Property,Forgery/Fraud,Parole,2JD,Yes,Parole,736,C Felony,Property,Theft,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,739,D Felony,Public Order,OWI,No,,,
2011,2014,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,739,C Felony,Drug,Trafficking,No,,,
2011,2014,Black - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole,5JD,Yes,Parole,743,,,,Yes,,,
2011,2014,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole,7JD,Yes,Parole,745,,,,Yes,,,
2011,2014,White - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,Parole,745,D Felony,Drug,Drug Possession,Yes,,,
2011,2014,Black - Non-Hispanic,,35-44,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,745,D Felony,Public Order,Other Public Order,No,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,749,C Felony,Violent,Robbery,No,,,
2011,2014,White - Hispanic,,Under 25,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,749,C Felony,Drug,Trafficking,No,,,
2011,2014,White - Non-Hispanic,,35-44,D Felony,Drug,Trafficking,Parole,7JD,Yes,Parole,750,C Felony,Drug,Trafficking,Yes,,,
2011,2014,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,750,Aggravated Misdemeanor,Drug,Drug Possession,Yes,,,
2011,2014,Black - Non-Hispanic,,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,750,Serious Misdemeanor,Violent,Assault,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,754,C Felony,Violent,Murder/Manslaughter,No,,,
2011,2014,White - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,Yes,Parole,755,C Felony,Drug,Trafficking,Yes,,,
2011,2014,Black - Non-Hispanic,,25-34,D Felony,Drug,Other Drug,Parole,Interstate Compact,Yes,Parole,755,D Felony,Drug,Drug Possession,No,,,
2011,2014,White - Non-Hispanic,,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,756,,,,Yes,,,
2011,2014,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,Yes,Parole,758,Aggravated Misdemeanor,Property,Theft,Yes,,,
2011,2014,White - Non-Hispanic,,Under 25,D Felony,Public Order,Other Public Order,Parole,1JD,Yes,Parole,758,D Felony,Drug,Trafficking,Yes,,,
2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,761,C Felony,Property,Burglary,No,,,
2011,2014,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,761,C Felony,Drug,Trafficking,Yes,,,
2011,2014,White - Non-Hispanic,,35-44,D Felony,Violent,Assault,Parole,5JD,Yes,Parole,763,,,,Yes,,,
2011,2014,White - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,764,,,,Yes,,,
2011,2014,Black - Non-Hispanic,,45-54,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Parole,765,,,,Yes,,,
2011,2014,White - Hispanic,,25-34,D Felony,Public Order,Traffic,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,766,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,,
2011,2014,White - Non-Hispanic,,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,766,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,,
2011,2014,Black - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Sex,Special Sentence,Interstate Compact,Yes,Special Sentence,766,,,,No,,,
2011,2014,White - Non-Hispanic,,35-44,D Felony,Property,Burglary,Parole,5JD,Yes,Parole,766,D Felony,Property,Burglary,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Theft,Parole,7JD,Yes,Parole,769,D Felony,Property,Burglary,Yes,,,
2011,2014,White - Non-Hispanic,,45-54,D Felony,Property,Theft,Parole,5JD,Yes,Parole,771,Aggravated Misdemeanor,Property,Vandalism,Yes,,,
2011,2014,White - Non-Hispanic,,35-44,D Felony,Drug,Drug Possession,Parole,1JD,Yes,Parole,773,Aggravated Misdemeanor,Public Order,OWI,Yes,,,
2011,2014,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,774,,,,Yes,,,
2011,2014,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole,8JD,Yes,Parole,774,C Felony,Drug,Trafficking,Yes,,,
2011,2014,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Parole,1JD,Yes,Parole,775,D Felony,Property,Forgery/Fraud,No,,,
2011,2014,White - Non-Hispanic,,35-44,C Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,777,Aggravated Misdemeanor,Property,Theft,No,,,
2011,2014,White - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,778,,,,Yes,,,
2011,2014,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,779,C Felony,Property,Burglary,No,,,
2011,2014,Black - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole,8JD,Yes,Parole,780,,,,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,783,D Felony,Drug,Trafficking,No,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Parole,3JD,Yes,Parole,783,Felony - Enhancement to Original Penalty,Property,Burglary,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,787,Aggravated Misdemeanor,Drug,Drug Possession,Yes,,,
2011,2014,Black - Non-Hispanic,,45-54,D Felony,Property,Burglary,Parole,5JD,Yes,Parole,789,Aggravated Misdemeanor,Violent,Assault,Yes,,,
2011,2014,Black - Non-Hispanic,,25-34,C Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,790,D Felony,Drug,Trafficking,No,,,
2011,2014,White - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,6JD,Yes,Parole,791,,,,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole,3JD,Yes,Parole,791,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,,,
2011,2014,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,791,D Felony,Drug,Trafficking,No,,,
2011,2014,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,792,D Felony,Drug,Drug Possession,Yes,,,
2011,2014,White - Non-Hispanic,,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,792,,,,Yes,,,
2011,2014,White - Hispanic,,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,792,Aggravated Misdemeanor,Violent,Assault,No,,,
2011,2014,Black - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Parole,792,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,793,C Felony,Drug,Trafficking,No,,,
2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,793,C Felony,Property,Vandalism,No,,,
2011,2014,American Indian or Alaska Native - Non-Hispanic,,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,797,Aggravated Misdemeanor,Drug,Drug Possession,No,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole,8JD,Yes,Parole,797,Felony - Enhancement to Original Penalty,Property,Burglary,Yes,,,
2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole,2JD,Yes,Parole,799,D Felony,Public Order,OWI,Yes,,,
2011,2014,White - Hispanic,,45-54,D Felony,Public Order,Other Public Order,Parole,7JD,Yes,Parole,799,Felony - Enhancement to Original Penalty,Public Order,Other Public Order,Yes,,,
